,Question,Answer
35,what would happen if i walked into a bank to deposit $1 million dollars in cash? do most banks have machines that do the counting?,"to deposit $1 million cash in a bank, first the bank will want to know where this money came from. this is called “know your customer.” this is a federal law and they can get into huge amounts of trouble if they just took your money. assuming they buy your story on how you got the money, they will have to count it. if it is all $100s, then a teller should be able to count it all in under an hour. if it is in mixed denominations, it will take much longer even with a machine (not all branches have those machines). after they finish counting your money, they have to fill out a federal form telling the government that you just deposited a large amount of cash. this may make the government curious and they could start an investigation on you. also, the branch that you went to may not want to take your money. because banks don’t like a lot of cash around for security reasons, they will have to schedule another visit from the armored car company to get rid of the cash. that will be an additional expense. plus if it is a small branch, they may not have extra tellers to sit down and count all of your money."
36,how do you feel about the todd and julie chrisley case and the outcome and prison sentences as “rich people”?,"todd and julie chrisley are the protagonists in a usa network show called chrisley knows best. the show follows the interactions of todd and julie, along with their kids, living their affluent lives. my wife loved that show and thought they were hilarious. i thought they were annoying, entitled jerks. ostensibly, todd and julie were successful real estate developers who lived a lavish lifestyle. that turned out not to be so true. what they were actually doing was inflating the value of their properties for loan purposes, using that money to finance their lifestyle, then getting other loans to pay off the debts. it was a ponzi scheme with banks as the investors. along the way, they developed and presented fake financial statements to inflate their net worth and income when it was convenient and deflate those numbers when the tax man came calling. if all this sounds familiar, it should. after being convicted of bank, tax, and wire fraud, todd got 12 years in federal prison, and his wife, julie, got seven years. they each got 2 - 3 years of supervised release as well. under federal rules, they will have to serve 85% of their sentences, so todd will next breathe free air in 2034 and julie in 2029. those are appropriate, given the nature and scope of the crime."
37,"what's the coolest thing you own, that's not expensive?","what is the coolest/most impressive but non-expensive thing you own? this: it’s one of those tough, nearly indestructible plastic coke bottles, filled with water (the bane, of course, of the mid-oceanic plastic island). it’s so cool because it has a simply incredible pressure seal (this due to the obvious need for a bubbly coke for a good pressure seal). it won’t leak or break (tough plastic) in a backpack, wherin i like to carry water, whereas many other purposeful “sports bottles” will often create a mess (especially the ones with that conveinient pop-valve titty thing). this one shown is well over a year old, and the cleverly designed (no washer needed!) seal has not let me down yet. cheers."
38,why do rich people like to buy expensive watches?,"this is me and my watch, alongside a white americano. link: rolex yacht-master 40 watch: everose rolesor - combination of oystersteel and 18 ct everose gold - m126621-0001 i wouldn’t say i’m rich (yet haha) but i earn a good living and have some property side business that i do ok out of, totalling a personal income of around £150k per annum for both endevours. a lot of the answers here talking about the movement, and craftsmanship bla bla. honestly that was furthest from my mind when i bought mine. for me there were three clear reasons that compelled me: the purchase of this watch was based on two successful professional milestones for me. the first was on my second year as a self employed consultant i had just come off the phone from my accountant at my year end and he told me there was a decent amount of money left in the business. so i went and bought my first rolex a datejust 2. the second, was i’d just finished a big property refurbishment project and i had refinanced taking out a decent amount of money i had put in. so i traded my datejust and upgraded to the yatchmaster pictured. i remember both of those wins whenever i wear the watch, that for me is worth it. safe store of money. i’ve worn this watch sparingly for over a year and it is worth £1k more used than i bought it for new, so close to 10% increase. not bad. my friends have them. haha. shallow reason yes, i admit there’s an element of competitiveness or keeping up with the jones’s. i also like my appearance to be a positive reflection of where i am in life. and finally, i could afford it so why the f not?! haha. so yeh those are my non rich person reasons. but honestly, there could be fairies or baby yoda inside moving the hands and i would be non the wiser! :)"
39,has anyone become millionaire by working for someone else?,several of my employees have salaries in excess of $2.6m per year. i have not asked them if they are millionaires. it's none of my business. by definition a millionaire has a net worth in excess of $1m. it seems to contradict the idea that you can't get rich working for someone else.
40,"how do you think the government should distribute wealth? should they tax the rich more heavily and use those funds to help the poor, or is there another method you prefer?","that’s really strange…i read my constitution, i read my bill of rights, the declaration, the notes from the founders during the constitutional convention - and i just can’t find anywhere that government is empowered to “distribute wealth” according to its preferences and desires. in fact, i read a lot of stuff about government existing to secure and protect our rights, and among our rights are private property rights. in other words, the right to the fruits of our labor. it would seem to me that a government that arbitrarily decides to take from some and give to others is simply trampling our rights, not protecting them. far too many don’t understand that the compelling thing about america is that we’re founded on the idea that government exists to protect our natural rights. we have a society organized around the idea that our individual freedoms and individual liberties are central to civil society. the american approach stands in stark contrast to nations based on various flavors of marxist philosophy where the individual’s rights are subordinated to the needs of the state. in that form of government, the individual exists to serve the state, and such a nation might indeed bother itself with actively distributing wealth as the elite see fit so as to enrich themselves and their favored groups. here in america, every patriotic american should be disgusted by the idea that some believe government should distribute wealth according to its whims."
41,what should i do to improve my personality?,"your conduct must be calm. too much frenzy, excitement or aggression makes you a people repellent. be light, be calm, smile and take tough decisions. never push yourself on people, don't do over to impress them; this acts against you. if someone doesn't wish to be impressed, this won't work at all. be nice, be humble, be what you are and let people decide. some would like you; some won't. don't expect everyone to love you. one who doesn't care much about other people’s judgement about them stays free of the pressure of standing up to people's expectations. they walk on the chosen path with pride and respect themselves irrespective of achievements or failures. no high ego, no inferiority complex. such people have a strong personality. value your words; it's not that you have been given the power to speak so you can say countless meaningless words each day. respect what you say, and consider it a verbal contract or commitment. be right, and don't fear facing the consequences. it means learning to say no when you can't, learning to stand against any number of people if they are wrong and you are right, don't judge your values through materialistic results or money. if honesty means less money, you need not evaluate monetary results for your honesty. be highly respectful to everyone, especially the people who have anything lesser to you, be it money, talent, skills, privileges. giving respect costs only a little ego and gives you a beautiful image for life. but remember, this doesn't stand true for disrespectful people. anubhav jain"
42,does having money allow people to get away with crime in america?,"question: “does having money allow people to get away with crime in america?” yes. unequivocally, yes! look, for example, at the case of robert h. richards iv. here is a headline. “ du pont heir dodged prison for raping 3-year-old daughter after judge ruled he 'would not fare well' behind bars ” or look at the case of the actor robert blake who murdered his wife. or look at the jeffrey epstein sex trafficking case. epstein is a pervert who molested or had sex with over one hundreds girls as young as 13. or you might want to review the ethan couch affluenza case. ethan killed four people. ""affluenza"" case: ethan couch, who killed 4 in dui wreck, set for release just up the street from my apartment in chicago marshall berlin, the wealthy vice chairman of the i. s. berlin publishing company, threw a metal chair and pushed his nude “girlfriend” to her death through the window of his high rise apartment in the john hancock building. when the police arrived mr. berlin was not even there. but his lawyer was. berlin did not call an ambulance or the police. he called his lawyer! berlin refused to answer questions or take a lie detector test. the building windows had to be sent out of state for testing because it was believed that a chicago or illinois company could be too easily bribed. berlin got away with murder. woman falls from john hancock center - newspapers.com these are just five of hundreds of cases i could cite where a wealthy man committed murder or child rape and used his wealth and influence to get away with it. on a smaller scale, i know a guy who because he is a big political campaign contributor is “connected” and cannot be arrested. he routinely violates traffic laws directly in front of cops and they won’t touch him. they recognize his car and very low license plate number and let him do what he wants. he even laughs about it, saying “watch this” as he does something egregiously illegal right in front of a couple of cops. the one time that i know he was stopped, by some honest cops who did not recognize him, he used his mobile phone to speed dial someone in the mayor’s office and simply handed his phone to the cop. the cop repeatedly said “yes sir” to someone on the phone and then repeatedly apologized to mr. big for inconveniencing him. in my town a there is a woman from a prominent family who is a drunk. when she was stopped for drunk driving the cops, rather than arresting and charging her as they would do to you, called the mayor to ask what to do. the mayor drove to the site of the stop, ordered the cops to forget the incident happened, and gave the very drunken woman a ride home. the cops obediently complied. why? how do wealthy people get away with crimes? at every stage of of the crime and the investigation and, if there is one, the trial the wealthy person will be treated very differently than you or i would. cops are frightened of wealthy men and reluctant to offend them. the wealthy belong to the same clubs and socialize with and give campaign contributions to the politicians who control whether the cop has a job or not. the wealthy can and do make trouble for anyone who crosses them. and they have more reason to use that influence and call in favors if they have committed a crime. many government agencies and police departments restrict access to files concerning politicians, the politically connected, celebrities, and the wealthy. these files are kept in secure areas to which access is severely restricted. as early as the 1970s computer systems at these agencies and departments were configured to block access to these vip files. access required special authorization from the top brass. any attempt to look at them without such approval, for example merely typing in the name of a vip, would trigger an alarm and start an investigation, not of the vip, but of the employee who dared to look at the files. the wealthy have lawyers and fixers on retainer and on speed dial. they pay them enough so that no matter where they are or what hour it is their mouthpieces will show up to protect them. when marshall berlin pushed his girlfriend through that high rise window and her body smashed on the pavement berlin’s lawyer arrived before the cops and was waiting for them. there are means by which the wealthy can deliberately commit crimes while avoiding prosecution. wealthy clients frequently ask lawyers, accountants, and bankers: “how can i get away with this?” there are ways to deceptively structure criminal business operations and tax evasion schemes so as to both disguise them and make them so expensive and difficult to trace that prosecution is highly unlikely and a defense is designed in. law firms and accountants and banks will do this. the wealthy never talk to cops. any information the cops get is only obtained through the wealthy man’s lawyer after negotiation. unless you are in some place like the southern district of new york, the local prosecutors are always over worked and out classed by the legal dream teams that defend the wealthy. thus prosecutors, who have limited office budgets and who retain their jobs based upon their win loss ratios, are very reluctant to even bring a case against the wealthy. if they do go to trial the wealthy can afford to buy exonerating testimony from “expert witnesses”. when she worked as an attorney for a legal mega-firm my wife kept a list of doctors and experts known to be corrupt whom she referred to as prostitutes for hire. they would sell their services to the highest bidder and say whatever they were paid to say. the wealthy can select a jury that favors them. they do this by hiring psychologists to advise their attorneys during the jury selection process and expensive private investigators who examine the lives of every potential juror. thus, before the trial even starts the jury box will already be stacked with jurors who favor the wealthy defendant. before a trial even begins the wealthy defendant will have hired a very expensive public relations firm that will not only develop a plan of marketing the defendant to the jury but will attempt to subvert the entire jury pool through a massive marketing campaign. it is common for wealthy criminal defendants to hire professional wardrobe consultants and image and makeup consultants. what the jury sees on the stand is not the defendant but a professionally trained and made up and costumed actor. the wealthy who routinely engage in criminal activities or business practices for which they could be prosecuted if caught assiduously culture acquaintances with and offer favors to the power elite and ostentatiously donate a part of their ill gotten gains to the social associations for the wealthy that masquerade as charities. this allows them, if needed, to call in favors or have others testify to their “good character”. interestingly this protective behavior was originally promoted by the gangster al capone and was made mandatory by chicago’s lawndale mob which required that their sleazy members all contribute to charities. the wealthy can avoid prosecution by simply buying off their accuser, paying hundreds of thousands or even millions of dollars to make cases go away. the list of such men is seemingly endless. donald trump’s fixer is going to jail for this. but the list of the more notorious includes harvey weinstein, bill o’reilly, roger ailes, and michael jackson. the wealthy can simply pay to make charges go away. judges are generally white men from the privileged classes. although they are often hostile to and treat the poor and minorities very badly, they are very deferential towards the wealthy. i have seen these two behaviors from the same judge many times. for example, judge t. s. ellis, when sentencing paul manafort to less than the minimum recommended sentence, stated that manafort had “lived an otherwise blameless life”. manafort had not only lied to the fbi and engaged in witness tampering and committed crimes while awaiting trial but had enriched himself by engaging in tax fraud and bank fraud for thirty years! judges protect their own social class. the wealthy can buy district attorneys and judges. doubt this? look up operation greylord in chicago. operation greylord - wikipedia . or read about the non-prosecution agreement that allowed jeffrey epstein to avoid a life sentence and stopped the investigation of the other very wealthy men involved with epstein. opinion | nothing about jeffrey epstein's deal with prosecutors was remotely normal yes. if you have enough of it, money in the united states allows a person to get away with crime. as my attorney wife frequently tells me: “in the united states you can have as much justice as you can pay for”."
43,what are the signs that show a woman's wealth and class in britain?,"wearing tweed, wellingtons and a headscarf while driving a proper land rover is a sure sign of considerable inherited wealth."
44,can you get rich off of creating a website?,"if you find the right niche at the right time in the right place, yes. friend of a guy i worked with in atlanta did. back in the late 90s/early 2000s, apparently knitters started discovering the joys of alpaca wool. i have no idea why, or what’s special about it—i know fuckall about knitting—but apparently to some people alpaca wool is a big deal. problem is, there weren’t any alpaca farms in the us at the time that operated on a large scale, they were all little mom and pop shops that owned, like, five alpacas or something. so you couldn’t go into bob’s knitting mart or hobby depot or yarn r us or wherever you go to buy yarn and just buy alpaca wool. so he set up a website that was kind of like ebay for knitters. i did a little bit of front-end work on it, bringing it from about 1997-era design to about 2001-era design. it was a pretty awful site, but it became the place for people to go who wanted alpaca wool, place where those little mom and pop alpaca farms could find people who wanted to buy the wool, and my friend’s friend got a percentage of every sale. became a millionaire, from what i understand. nowadays you can buy it on amazon, because of course you can."
45,why do you support communism?,"i don't, but i can easily see why it had an appeal in some quarters. imagine it's about 1860 or so and you're a peasant on a tenant farm. you're actually a serf, bound to the land and not permitted to take up any other profession. all the land is owned by rich landowners. they take a percentage of your crop as rent, although they do none of the labor to make it grow. they can take whatever percentage they want, even if in years of drought it leaves you so little that your children starve. the government is corrupt and controlled entirely by and for the benefit of the landlords. because of your status as a peasant, you may not even be allowed to vote. the church also demands 10% as a tithe. if you don't pay, you may go to hell because you didn't receive the last rites or be buried in consecrated ground. you have no other skills that you can sell. banding together with others to ask for more money, unionizing, is a death penalty offense. your life is utterly constrained. you may even be illiterate. your son may be taken (depriving you of his labor) to fight a war you don't even understand. worse yet, some of your grain may be seized for the war effort. the farthest you will ever travel in your life is 20 kilometers. now you hear a rumor of a great worldwide movement to replace all this. the peasants will own the land and run the government. everyone would be allowed to vote, even women! no more corrupt governments or landlords. no more rack rent to pay. they will share among themselves, so nobody goes hungry. they can pool their resources and buy new farm equipment which they will all share fairly. the movement is secular—no more tithing. it supports education for everyone, allowing people to get better jobs and have a choice of profession. it doesn't support wars among the plutocrats, which are all fought with your blood for their gain. the movement is international, and has a bright red flag and stirring songs. naturally, it is being fought tooth and nail by the government, the church, and the landlords, so it may require a violent revolution to bring it about, but it would be worth it. of course, it never worked out that way in practice. but for someone whose life was one of inescapable, impoverished misery as a despised member of an inferior class, i can easily see the appeal. a lot of americans don't get this because the united states never had a nobility and a peasantry (except for the slaves, who were another story). america also went to universal male suffrage pretty early on, and they lived in a continent so incredibly wealthy that it wasn't too difficult to make money. communism actually adopted many ideas from the united states, such as social equality and republican government."
46,why do wealthy families hardly last for more than three generations?,"that claim isn't entirely accurate - there are plenty of fortunes that have extended for some time - but there's a logic to it: first, more generations generally equals more people. let’s assume a couple with three kids strikes it rich. if those three children produce six or seven grandkids, by the time the money makes its way down to that third generation, it has to be divided up more times. second, there are going to be life events, such as business failures or divorces, that impact the fortune over time. issues like substance abuse and gambling problems - which can visit any family - can also make fortunes evaporate quickly. third, it’s not a given that traits like intelligence will be passed down from generation to generation. the person who makes the initial fortune may have been a literal genius, but the grandkids may be closer to average in the brains department. finally, comfort often saps people’s drive and/or makes them less appreciative of the money they have. when you know, for example, that you don’t have to work and can still be comfortable, most people aren’t going to live at the office. similarly, when you did nothing to earn an enormous amount of money, it’s often easier to spend it, as well. if i had a dollar for every rich kid i know who’s said something along the lines of “it’s just money,” i could probably go buy myself lunch, but that’s a mindset that’s common in people who have money as opposed to those who make money."
47,does being rich make you happier?,"warwick university did an interesting study: they found that people are happier when they are doing better a little bit better than their neighbors and people they are close to. the person earning $90,000, who is surrounded by people typically earning $70,000, will often be happier than the person earning $500,000, but surrounded by people earning millions. therefore, if you want to be happier, often it makes sense to live in an area below your financial capabilities and not just “trade up” when it comes to property. beyond that, money can help to make people happier, if they use the cash in the right way. for most people that is: spending on experiences, especially novel and new ones, versus on things which get old. that new car or iphone gets old fast. in comparison, most of us remember the first holiday with our kids or spouses. giving to others. countless studies have shown that those who give to good causes have lower levels of stress and anxiety, and this can be shown by comparing blood results and other measures. focusing on security as much as things. the sense of being independently wealthy, and able to take a year off or retire early, is more relaxing than always needing to work. not comparing yourself with other people and the consumption habits they display. also, not being pressurised by society to live up to a certain standard. most wealthy people who still live in the same old house are happier than those who always buy a bigger place. focusing on health and our relationships with people around us. having some kind of balance in life, even if we work hard. buying time in some cases. that could be outsourcing as a business owner or retiring early if you hate your job. focusing on hobbies and what you actually enjoy, once wealth has been accumulated. for some this is work. for others, it might be something else. in comparison, some people get more miserable as they earn more. those people typically just care about what general society thinks. the next instagram picture, showing off, is more important than the actual experience. when people say that money can’t buy happiness because numerous studies have shown that whilst money makes a big difference at the lower levels, it doesn’t seem to have an effect once people are comfortable and then become very wealthy. that is partly true but isn’t the whole story. if people use money in the right way, it can make a difference but doesn't buy happiness automatically. let’s put this another way, a lack of money indirectly causes many of life’s problems - more chance of divorce, death, and disability. at least managing money well increases your odds of happiness, if you use it correctly. some reading want a chance to speak to kevin o'leary from shark tank? - adam fayedwe are delighted to announce our forthcoming event your biggest investment worries - resolved here - adam fayedon this article i tackle some common investment worries what is the number 1 difference between millionaire investors and everyone else? | adam fayedwhat is the main difference between millionaire investors and everybody else? adam fayed podcastwelcome to the adam fayed podcast. the financial podcasts for expats, people interested in investing and passive income. ways to interact with me email: advice@adamfayed.com whatsapp: +81-90-9851-0589 disclaimer videos should not be considered financial advice nor a solicitation to invest"
48,"you will be given $100 billion dollars, but you are given only 5 years to live. will you accept it?","let me make the question even harder to answer. what if you are given $100 billion but 100 years to live? will you take it? i would not. not because i expect to live longer. of course not! but regardless of what the number of years is, you have a fixed expiry date. you know how time much is left, and it will feel like a death sentence. a deferred one, but a death sentence nevertheless. but what about the amount? is $100 billion not big? should that not matter? $100 billion or $100 million does not matter. from the utility point of view, it is practically the same after a point. once you can eat well, travel, take care of your health and education needs, pay your gym membership, and have a nice house to live in, rest is effectively just ‘monopoly money’. it is a number - nice to look at, but of not much practical utility. but can’t you buy a palatial house with 34 bedrooms on an island? yes, you can. but try sleeping in 34 bedrooms simultaneously, and you will see what fun it is. or try sleeping in a new bedroom every night. i bet, at that point, you would be more worried about getting sound sleep than bedroom selection. will i take a deferred death sentence for $100 billion? no. not for monopoly money."
49,how can you avoid some of the mistakes people often make when coming into sudden wealth?,"studies that have been done on lottery winners show the biggest reason for bankruptcy is bad spending habits. if we dig down further though, there has to be some root causes of that. the main ones are advertising wealth. if somebody does that, some hangers on will want handouts. only people with high resolve can say no to everybody. a small percentage of people, usually within the person’s circle of trust like so-called friends, will intentionally try to take advantage. lack of planning. if somebody makes $10million from the lottery, that sounds like a lot of money and indeed is a lot of money for 99.9999% of people. however, that is only about $400,000-$500,000 of yearly income for life if it is invested well. yes, the stock markets and many other investments have done more than 4%-5% per year, but you also have to factor in inflation and have a conservative buffer in case the assets perform worse than historical averages. that is a maximum of $1,369 a day. that isn’t enough to “live like a king” 365 days a year and never go bust. now let’s say somebody buys a house and loads of luxury items + gives some money to family, so they are left with $5million. that is $600-$700 a day. a bored lottery winner who has given up work could easily spend that online in an hour. a complacent lottery winner will also assume “why is spending 2k a day excessive when i have millions”? extremes when it comes to risk. putting the money in the bank won’t work for many people. we live in an era of 0% interest rates. inflation will erode the money. you will run out unless you are very frugal as inflation compounds. getting 0% in the bank when inflation is at 2%-3% per year is an indirect 28%-40% loss to inflation over ten years. over decades? you could get wiped out if you don’t have fresh money. by the same token, however, ultra risky investments into illiquid assets and friends’ businesses isn’t a good idea either. so, proper planning + the ability to say no + a realistic attitude to risk = a winning combination. i guess reading stories about how frequently these “riches to rags” stories are, can motivate people. all too often people assume these stories are just 1% of the total, which isn’t the case at all. most studies show that at least 30% of lottery winners go broke, with some indicating over 50%. former sports stars are even more likely to go broke by middle age. some reading 10 things i wish i had known 15 years ago - adam fayedwe live in a changing world. what do i wish i had known 15 years ago, that would have helped my income and wealth? 1.anybody can get rich investing it only requires a middle-income or better, decent spending habits and excellent investment discipline – market timing and most forms of stock picking don’t work. 2. people […] adam fayed podcastwelcome to the adam fayed podcast. the financial podcasts for expats, people interested in investing and passive income. ways to interact with me email: advice@adamfayed.com whatsapp: +81-90-9851-0589 disclaimer videos should not be considered financial advice nor a solicitation to invest"
50,what’s the most expensive thing you’ve gotten for an insanely cheap price?,"i was looking for a car for my 18 year old stepson. i saw a nice looking, 2 door coupe on a car lot - the price was $6800. i only wanted to spend $3000, so i kept looking. the car looked nice, though, so over the summer i kept driving by the lot. every month the price dropped $1000 until it was $4800. i needed a car also at that time because i was driving 1000 miles a week and my plymouth had 175,000 miles on it, my chevy had 165,000 miles on it, and my ford had 235,000 miles on it. i wanted a honda with around 100,000 miles and a manual transmission. i figured i could get one for around $3000 and since they routinely run 200,000+ miles, i’d be set for a cheap, reliable commuter. i had test driven several cars at this lot for the stepson, but they all had major issues (suspension, wheel bearings, things i didn’t have time to fix). i test drove the little, black car. it had a six speed manual, 115,000 miles, a honda motor and was quick! the suspension was tight, the brakes were new, it had a few minor issues, but when i took it on the test drive, i also checked the blue book value. it was supposed to be $8400. i drove back to the dealer and asked why the price was so low. he told me he didn’t know it was a manual transmission and, apparently, in this town, no one knew how to drive a manual transmission so he just kept lowering the price until he got to what he paid for it. he was pissed because he put new rotors and pads on it, and a new windshield. i was happy and bought it. i went to the gas station to top off the tank and it said premium fuel only. i googled the car and realized i had bought an acura rsx type-s - an entry level sports car that has a sub-6 second 0–60, 142mph top end, 210hp for a 2500lb car. my plans for my commuter car now are tuned suspension, larger injectors, beefy clutch, and 9–14psi boost - my commuter will, hopefully, become a 2500lb, 400hp rice rocket for about $4000 more than the car should have cost stock."
51,how did boris johnson become a millionaire?,"we’ll need a time machine to tell that, because as at time of writing boris johnson is definitely not a millionaire. in fact he is famously pretty broke (not least because of having so many children that he has to help pay for - luckily for him his ex-wife (and mother of at least five of his children) is a top london barrister which helps). it is a pretty open secret that boris is hoping to spend about a year away from front bench politics so he can “make some money” writing books and appearing on the lecture circuit, before planning his return."
52,"tesla ceo elon musk is the richest man on record, but he thinks putin could be richer. does elon have any credible proof to back up his claim?","i haven’t heard musk make that claim… but i have heard donald trump say that. he figures putin has over $1 trillion of his own money and controls the spending of all his oligarchs. that would make him the customer to have if you’re having only one. and explain trump’s multi-decade pursuit of the former kgb agent. as with all of trump’s valuations, there is no science to it — just his gut feeling. so why would musk echo this nonsense? because it takes the target off his back. #2 is always a good place to hide. how much is putin really worth? no one knows. he puts money into accounts belonging to family members or trusted associates. and then there’s this: according to the jailed navalny, that $1.4 billion palace belongs to putin. it’s in sochi, where putin made a bomb selling off land he personally owned to developers involved with the 2014 olympics. and builders have confirmed many of the construction details cited by navalny. some sources say it was “gifted” to putin by “associates,” because apparently billion-dollar gifts are a thing. most of my russian friends say there’s absolutely no way putin would put something obvious in his own name, even if it’s his to enjoy. all of which is just to say it’s impossible to know how much putin is worth. but that also means it’s impossible to call out musktrump on their claim."
53,"how do you think the government should distribute wealth? should they tax the rich more heavily and use those funds to help the poor, or is there another method you prefer?","more and more i am coming to favor the idea that, upon election to office, public officials must forfeit all wealth to the coffers of the state, then to live on a meager stipend while in office. and this done in lieu of income and property tax. that is, if the government is to redistribute wealth it should be from the political class to the people. but under no circumstances will a just state muck about in redistribution schemes amongst private citizens."
54,what evidence is there that wealthy powerful people get away with crimes more than peasants?,"if donald trump had not been rich enough to hire many, many lawyers, he would have spent much of his adult life in prison, and would now be serving out the latter part of his life in community service somewhere."
55,why didn’t genghis khan use the wealth and resources from his conquest to develop mongolia?,"of course he did. or rather his son ugudei khan did. ugudei khan built a beautiful city named kharkhorum. he invited sculptors and architects from all around the world for this. sadly, it was destroyed by chinese ming dynasty."
56,"do you agree that, out of the three classes of people, namely (1) the rich, (2) middle class and (3) the poor, the most lively life is being lived by the middle class people?","there is no doubt that the poor live a miserable life because they lack the basic facilities itself. they have no security of jobs, lack decent home, can’t send their children to good school, can’t take care of the medical expenses when they fall sick and so on. they would like to escape their poverty as no one wishes to be poor. middle class is one who has most of his basic needs satisfied. however, they are not happy or live most lively life because of their craving to become rich. the middle class people have to work under the rich people and they see the lifestyle of the riches with close distance. while poor people don’t crave to become rich, because they know it is too difficult, most middle class people aspire to become rich as many of them can achieve this feat. given a choice, they would like to become rich. as far as the rich people are concerned, they have all the material needs satisfied. they always have the option to become poor or middle class, but hardly anyone choose to be so. hence, in my opinion, the rich class lives the most lively life, provided of course that the riches have been acquired legally and ethically."
57,isn't disgusting that the rich can buy alcohol at the world cup in qatar but the average person can't?,"that’s a bit misleading. i think the fan areas which serve alcohol are open to everyone and don’t charge for entry. however, you are right that within the stadiums ordinary fans cannot buy a beer, but alcohol is still permitted within the hospitality boxes. to be honest, if you are looking for a scandal then i think the price they are charging for water (£2.30 a bottle) are more shocking to me."
58,would it be possible to have a poor white and poor black political coalition in america?,"it would be very difficult. most attempted alliances between poor blacks and whites have crashed and burned — sometimes literally in the form of anti-black pograms. looking at the broad sweep of american history, poor whites and poor (and not-poor) african-americans have had extremely poor relations. this is regardless of urban/rural, north/south, and whatever else. they usually stand on opposite sides of the line. white southerner ruralites and african-americans clashing in the south, reconstruction era. the union/”freedmans bureau” keeps the peace in the center red summer riots (1919). they mostly broke out in urban centers, spurred by white proletariats. here, a white mob celebrates the destruction of a black neighborhood. this is something that the “its not race its class” people consistently overlook. race actually matters in america! not impossible. but more difficult than most people think it is. op isn't the first person to propose such an alliance and they won't be the last. edit: changed second picture second edit: this snl skit well shows the stark cultural differences that lie beneath the surface similarities between blacks and poor whites."
59,what are some famous or wealthy people who have gone through sudden poverty or financial ruin?,"john connally john connally was governor of texas in 1963. a conservative democrat, connally was riding in the open car in dallas on the fateful date november 22, 1963. he was struck by one of lee harvey oswald’s bullets. connally would later become a supporter of richard nixon. nixon named john connally treasury secretary. connally switched to the gop in 1973. he ran for president in 1980, spent $12 million and managed to win a single delegate. after his failed presidential campaign, connally decided to see if he could use money to make more of it. he partnered with another former texas politician, ben barnes. by 1983, the two had invested some $200 million in oil and real estate including shopping malls, condominiums, and office buildings. alas, oil prices tanked and texas real estate tanked as well. connally was forced to declare bankruptcy with debts initially of $93 million though by the beginning of 1988, the debts were estimated at $48 million. he was forced to sell his austin house, his horses, many businesses, and antique art collection. connally did not exactly end up in poverty - he managed to make a living by using all of his many political contacts to call in favors and open doors for others - at a price. but his high life was over."
60,how can i summon a demon for wealth and become wealthy in just a day?,"shit in one hand, summon a demon with the other, see which hand fills up first. demons are creatures of myth. they don’t exist. so, go ahead and waste your time trying to summon one, it’s your time to waste, but you could be doing something with that time you are wasting that would bring in actual, real money. like picking up a skill like low-voltage wiring that does not require a license or an apprenticeship and you can probably learn in a couple of weeks. yes, weeks. and as long as there are computers that need cables, you’ll have a job. think of all the miles of cables in office buildings and apartment complexes! you could be making money doing that, instead of faffing around trying to summon a fairy tale creature. anyone who posts a comment about “omg1111!!!!111 demons are too real and i can prove it!” is going to get their comment deleted and their ass blocked. just like everyone else who’s done the same thing on other of my answers pointing out that fairy tale creatures aren’t real. these are shitposts. you know they are shitposts. i know they are shitposts. we both know you are only hoping to ride on my visibility and maybe get in a “gotcha.” not gonna happen."
61,"what is the most expensive thing you own? what do you think screams ""i'm rich""?","what screams “i’m rich?” i married my best friend and am pathetically happy with him. i have three beautiful children who are well mannered and kind human beings who have plans to make a difference in society. i have the best friends in the world, and my health. i have a roof over my head and food in the fridges. i’m rich. richer than my wildest dreams! riches aren’t based on money, riches are a good quality of life. therefore, i am the richest woman in the world. edit: tomorrow (26th oct) i will have been the luckiest and richest woman in the world for 20 years. yep, it’s my 20th wedding anniversary!"
62,what is the coolest thing you own regardless of price?,"a kukri. paid $90 for it on amazon a couple of years back. i used to be contemptuous of bladed weapons, but i’ve developed an appreciation for them as i approach middle age—and kukris in particular after playing far cry 4. i’d always thought these weapons had an intriguing shape, and i couldn’t resist the temptation to own one myself. that ammunition shortage is getting so ridiculous that i figured it couldn’t hurt to have a secondary source of home defense that didn’t require reloading. the thing is freaking heavy, man. i’m not a strong man, nor an expert at hand-to-hand combat—yet i reckon a good swing of the blade would cut an assailant’s forearm to the bone. in the hands of a professional, such as a gurkha, i can only imagine what it could do. i can readily believe the tale of bishnu shrestha who carved up a train full of bandits in india in 2010 with one of these bad boys."
63,"if reagan began the push to dismantle the government and distribute the savings via tax cuts to the wealthy, isn't that wealth redistribution?","if reagan began the push to dismantle the government and distribute the savings via tax cuts to the wealthy, isn't that wealth redistribution? i don't agree with the premise, but let's focus on this: distribute the savings via tax cuts read that really, really carefully. “savings via tax cuts” isn't something you can distribute. it's not there. you never collected the taxes. people just kept what was already theirs. taxes attempt to redistribute what they have. kinda like going to the store for a $10 book. and you have ten $1 bills in your pocket. but, the book is on sale for $8. so, you buy it for $8 and you keep $2. now, someone comes along and claims the store redistributed $2 of your wealth to you. no. the store never had your $2. the store can't “redistribute"" something it never had."
