,lemmatized-post_text,lemmatized_reply_text
19860,laugh room let explain context wife mid daycare age kid high earner save year kid age daycare rise year tax bracket corporate bond interest investment aa roughly d like fire year time need start move asset fix income lower sequence return risk right put year fix income ee bond like supplement year fix income option internally shift exist taxdeferre space roughly fix income incremental saving year largely equity taxable invest incremental saving long term muni yield year life year get quote cash valuemaximize life policy follow illustration irr eventually rise currently buy term life policy drop buy life policy add saving boost life irr similar long term corporate bond long term muni taxable lean life policy follow reason life cash value volatile long term bond need invest long term bond similar yield high volatility undercut intention place reduce sorr approach mid retirement particular policy allow borrow belowmarket interest rate right far kind margin loan heloc ploc confirm broker lock year contribute decrease cash value death benefit irr remain,yes cash value relate surrender value identical friend iul policy positive cash value pay money surrender high surrender fee way value wl policy value base death benefit case op policy pay payment comparatively easy hold death recommend policy year point cash value death benefit generally agree life work thing wrong rate return matter lot dismissive people pitch life middleuppermiddle income investor pension rate return investment saving rate drive ability retire situation standard financial advice come inside insurance industry argue bias matter say purchase permanent life insurance rate return secondary importance investor wealthy guarantee absolutely need etc agree life expect underperform conservative portfolio bond long run disagree criticism second op tout benefit reduce volatility invest fix income hard duration fix income investment anticipate need date want virtually eliminate interest rate risk match duration need date like make indifferent change interest rate op need money year want invest conservatively buy year treasurie market value fluctuate interest rate hold maturity federal government default likely coupon payment return principal strong guarantee insurance company provide alternative wl offer temporary value fluctuation guarantee loss take year recover market fluctuation guarantee loss think overstate tax benefit folk consider wl bondsubstitute investment taxprotected space bond apply op tax deferral feature wl benefit comparison rare investor reason want bond taxprotecte space yes agree wl advantage close look tax benefit outweigh fee illiquidity want conservative investment higherreturn taxefficient investment like stock fund inside trust compress tax bracket rare case interesting discussion wrap look wl conclude poor way insure early death term competitively price cheap poor shortterm investment large commission year early negative return poor longterm investment low return like policy complex nonstandardize deal intermediary investment want access value loan find far well investment directly small number rare case mention op understand wl find attractive buy want make difference
9424,strongly consider move ccrc brden br townhouse wbasement brden br close day sign paper maybe day little wiggle room br fwiw direction need close month need pay monthly ccrc fee month dh pass away july afford continue live house care want ccrc care virtually include utility cell like think problem figure handle clear house year stuff put market need close month handle financial sure house worth likely br townhouse unwisely paint corner early year cash worth ee bond transfer proceed fidelity account need income low year home improvement way increase house valuation dh death house sale involve income taxis vtivoo vgd taxable brokerage account low figure asset ira roth ira account vti fidelity hsa account approx ee bond count bond hold year unfortunately cash asset pay anticipated expense rest year review lot post helocs loan bridge loan eg schwabpledge asset loan involve move vgd brokerage schwab thought schwab alternative brokeragesbank unfortunately read good idea home equity line credit not think need get mortgage totally unfamiliar loan read post far consider get needed downpayment home equity line credit schwab calculator look like eligible line credit means use loc risk involve pull high bridge loan month ccrc closing sale house move ccrc mean townhouse affect ability bridge loan show ignorance problem think need sell vti roth sell house new tax year sell approx worth vtovoo withdraw remain difference roth vti pay loan close roth vti hate need appreciate boglehead suggestion thank advance,apple apple comparison precise make comparison occupancy level ccrc primary accurate indicator financial sustanability viability facility seriously doubt significant difference critical mass occupancy level necessary sustain demonstrate financial ccrc type b c d e suspect major driver cost ccrc small percentage resident skilled nursing wing percentage total residential population probably percent seasoned facility year percent year existence cost associate keep ground maintain amenity housekeep staff dine facilitues transportation etc great shape independent living wing ccrc bear lion share budget socalled financial risk provide ltc resident wind skilled nursing bear resident exact financial wellness examination standard wind ltc wing year entry ccrc type b contact ccrc hefty entrance fee payment ongoing monthly maintenance fee payment resident cover entire plant operation include skilled nursing facility low occupancy level type b contract facility vs type critical difference simply exact low entrance fee type b resident enter ltc pay type resident prepay privilege high entrance fee reasoning apply compare type contract type c d e occupancy level case dominant factor make little sense type need low level financially sustainable viable healthy type difference offer metric quantify qualitatively assess difference finally regard statement type c contract rental equitycoop ccrcs pass financial risk high level care resident true instance cypress charlotte ccrc mention upthread provide day free ltc admission skilled nursing care wing discount perdiem rate market rate service type c d e facility work handinhand claim processing advocacy ltci resident carry ccrc finally read disclosure statement southminister ccrc upthread type ccrc refund refund option entrance fee resident charitable giving contribution dedicated community foundation provide financial assistance resident financially hard press meet obligation ccrc state document contribution corporation foundation subsidize cost provide resident support community benefit year end september respectively ccrc hook resident long monthly maintenance payment highend facility medicaid certify facility way
73060,wife position buy vacation home popular summer vacation spot small beach town midwest buy property utilize weeksweekend year rent like use post understand miss plan background home dual purpose purpose vacation family purpose rental income turn profit fine financially leverage investment potential simply wealthy second home sit uninhabited time save research review property review rental comp stay beach town year feel educate particular transaction home condo worry exterior maintenance read law ensure rent unit etc real estate agent area prospective management company clean crew line financial dedicated saving vacation rental separate investment retirement emergency fund college fund etc estimate purchase price vary slightly roll closing cost mortgage estimate payment lender approve payment estimate cost furnish estimate cost repairsupgrade paint carpet security camera keyless entry guest etc remain emergency fund home keep liquid asset bitcoin estimate monthly cost piti hoa month depend interest rate hoa tax rate operating cost clean suppliesrepairsreplace good earmarking month utility cover hoa internet equipment month management fee deduct booking cleaning fee renter pay renter clean free friendfamily renter pocket cost estimate rental cost average night management fee price fluctuate dynamically high summer demand high total rental income night book month total rental income night book month total rental income day total estimate profitloss month piti month incremental cost repair additional utility profitable day month piti low unexpected repair profitable close day rent month rental rate fluctuate seasonality stretch fully book summer month year research let know wife miss thank,sfh stvr resort town operate year use good management company run property bona fidesnow question comment license fee city stvr license town year go year fee city inspection add pay management company guy baby sit inspector want form llc plan year license fee state use nv llc set llc initially insurance insurance rental year sfh probably condo carry mill liability use proper insuranceout montana write lloyd isthey goodand ask picture common area demand signage pool depth lifeguard duty pet people rent vrbo isairbnb want bring pet allow dog check condo association ccr pet policy check state local limitation pet rentalshere cat max rental event year city allow rental event year run limitation night year yearswe month long rental year management fee pay nightly rent going rate provide linen soapshampooconditioner dish soap dishwasher soap laundry soapsoftenerdryer sheet deep clean twice year power wash exterior clean window twice year clean service take hour worker renterspaid renter place spotlessand positive comment clean stay rental notand appreciate clean meet renter hour checking walkthru hour renter leave big deal pay will not like plan additional month expense dispatch host teach renter use tv shower etc andor replace light bulb etc alsoplan plumber call bugman year people honest supply game eg monopoly grow leg disappear hard believe true pay rentand take monopoly game ok fine property different temperature summer winter plan utility bill high use expect pool spa check hoa t c normal temp break thingsdo leave grandma waterford unit andprovide plastic glass outside use break dinette chair ash traydecorative bowl year rent fee structure range night low season night high season night minimumno exception keep bachelor party discount weekly rental discount monthly plus cleaning book fee airbnb vrbo book management company directly charge additional utility fee pool heat winterbecause day heat pool
101666,hit bit bombshell early today want ask advice meaningful input subject wife maintain separate finance primary bread winner responsible major bill mortgage car payment electric kid college saving etc calculate spending debt outside reasonable mortgage small car payment know wife bit loose spending notice bit past couple year wage increase significantly spending power increase bit defensive money discuss lot bill get pay fast forward tonight mention idea modest weekend getaway sit couch start cry head credit card debt payment anymore apparently go year married detail say account past know long tomorrow go ask sit document information credit card expense sit look holistically head spin right try figure good way tackle problem asset emergency saving stock plenty home equity sure source tap sell stock pay good chunk debt use saving andor home equity loan pay rest right approach option consider credit card company accept reduced lump sum payment offer pay particular talk figure good strategy repeat option list debt consolidation company worthwhile well handle answer question suggestion ear clearly need completely change spending habit approach money management address hole currently start,welcome constructive actionable input dis laimer zillion opionation type thing experience think matter input personal experience nearly exact time work banking finance debt consolidation company issue somewhat quickly resolve solid plan step step strategy success work different logical step datum sit recognize problem lst step admit problem change constructively behaviorally great lst step plan comprehensiveholistically great word life fit spreadsheet flight plan give way uou distribute payment sound like large balance hard number like portfolio review careful assumption understand need privacy let payoff balance negotiate legal counsel legal advice debt consolidation company result bankruptcy proceeding experience general consumer call worth try talk course thing think imho talk debt consolidation company push agenda profit loan forth legal counsel attorney know lst step repeat know handle work finance banking debt consolidation etc possible step explore research equity loan pay cc debt huge step concurrently measure incur debt spending habit experience consolidation loan repeat customer b careful zero emergency fund want stuck c portfolio stockfund structure balance unknown dangerous assumption tax advantage space ira etc sell fund cost basis sell loss important look stocksfund find constructive solution step concurrent spend budget b remove credit card c work transparency accountability key d income withstand damage allot portion spouse month help care need spend essential luxury answer need normal thing send set work care thing big huge solve problem e home equity solve issue rate heloc fundsstock cover balance need note forum member work bankingfinance stoptothink etc etc experienced situation input member direct successful personal experience level help constructive experienced input concurrently lot miss information approach thing comprehensively consider edit original lst post pencil icon like portfolio review request httpswwwbogleheadsorgforumviewt t reminder concurrently address debt behavior spend etc focus transparency share secret take surprise past forward change hope helpful pm wish j
125835,try plan ahead taxis try understand exactly disallow loss work taxis impact cost basis use hypothetical example try well understand work let enter share asset xyz purchase share october cost basis info enter share xyz total share purchase october let january sell share xyz share share leave january buy share xyz share share january sell share xyz share share leave end scenario assume make trade year capital gain andor capital loss final cost basis information xyz share leave end,edit purchase date purchase edit factualfran provide reference show share previously adjust wash sale replacement share base following calculation incorrect analysis use rule show like agreement end lot share basis sh purchase date lot share basis sh purchase date hold period adjustment lot share basis sh purchase date share sell sh etf step submit number minute apart day know brokerage wash sale algorithm process step order fifo arrangement share lot sell loss sh wash sale old replacement share match lot share lot basis adjust leave share sell sh lot share basis sh purchase date lot share basis sh purchase date basis adjust sh lot share basis sh purchase date sell lot loss sh wash sale replacement share share lot plus share lot basis adjust leave share sell sh lot share basis sh purchase date basis adjust sh lot share basis sh purchase date basis adjust sh hold period adjustment lot share basis sh purchase date sell lot loss sh wash sale replacement share share lot basis adjust leave share sell sh lot share basis sh purchase date lot share basis sh purchase date basis adjust sh lot share basis sh purchase date sell lot loss sh partial wash sale replacement share share lot share lot basis adjust leave share sell sh lot share basis sh purchase date basis adjust sh lot share basis sh purchase date basis adjust sh hold period adjustment sell lot loss sh wash sale replacement share share lot basis adjust leave share sell sh lot share basis sh purchase date lot share basis sh purchase date basis adjust sh finally sell share lot loss sh partial wash sale replacement share share lot basis adjust leave share sell lot share basis sh purchase date lot share basis sh purchase date basis adjust sh
54310,hi bay area family soontobe currently sq ft house south bay know type like space upgrade space home worthwhile ie movein ready w well school like los gatos cupertino andor well location peninsula go consider add roughly sq ft exist home renovate add bedroom remain single story rough estimate likely run likely afford path tc nw job directly link tech industry annual spending relatively low housing daycare go consider insight miss,  underestimate disruptive construction likely need house especially new baby terrible time contractor work take lot long normally live country house street buy decide thing like add sunroom expand porch new siding window etc move work major far house sit work year guess good month hear bit piece go addition have delay get contractor month delay new window need order week work live current house capital gain exceed home owner capital gain exclusion sure know tax impact sell current house mind sell exclude capital gain federal taxis house high cost basis federal exclusion point future want wait healthy new baby mom home decide baby minor temporary health problem day care desirable possible option need stay home parent income hire expensive nanny medical qualification affluent area problem clique rich kid set issue time corporate relocation kid middle school buy house city know preconception school quality high priority visit high school pick good basically pick high school find house send kid high school happen drive high school parking lot affluent area noticeable number mercede bmws late model corvette easily afford right mind year old corvette drive buy house different area want kid deal thing like later hear clique rich kid high school problem generally bad attitude hard nonrich kid socially rich kid huge county school district like large high school rate rating get well area affluent talk high school counselor turn high school basically resource program big difference demographic student complex big factor predict student performance education level parent affluent area parent lot college graduate degree blue collar area affluent area kid lot access thing like educational summer activity good preschool general high rate school well student measure quality school student fiendishly difficult try use ranking current school ranking student demographic like low rank school lot problem drug gang
92819,hello hope bh help understand situation right unemployment benefit face situation past luckily matter resident nc employer large company base sc work home pandemic start generally speak company struggle hire year ago private company acquire public company year take private pe firm ga department financeaccountingmarketingetc work shift india ga work move mexico india basically classic story readhear news blue collar job go abroad white collar work colleague mexico couple india situation come long vacation september manager set meeting september start tell know look different revenue expense driver department successful know know like maybe find company maybe look intranet know x manager look somebody fill backfill position ar month look company interim interested talk x manager like ooookay talk backfill person leave say know train month leave co x manager bad position red flag blame temp person know turnover high departman know people quit job year internal culture awful workload talk manager day project involve direct skillset capable perform use ad hoc project work end ye chat manager request approve use accrue vacation day kick well use pay log september minute let x manager know pass temp project let manager know friday tell protocol return equipment etc log friday find manager email ccd hr title resignation say inform team want accept role team sound like decide leave company need send official resignation email start process email happy volunteerily resign push chat close colleague old work employer different high capacity position say typical corporate scheme company want employee apply unemployment try turn inside look like resignation termination plus month ad hoc project temp work try offer reply manager ccd hr say understanding job eliminate surprised hear offer option work project happen use direct skillset addition month long hour later manager reply say monday work tomorrow morning likely apologize long post want describe background situation help understand thing stand company offer kind work different direct position shortterm refutse imply company define resignation entitle apply unemployment benefit lay terminate downsize fire sound fire improper tell like employee people qualify legally apply unemployment benefit decide seek new job outside company kick apply unemployment clue work manager mean ask severence probably deny know policy company know put word mouth bogus resignation feel happy consider stayathome parent feel seek job requirement qualify unemployment company dishonest thought advice thank,op familiar nc sc unemployment law familiar pa unemployment law need understand law apply unemployment rush truly know state get severance pay state unemployment offset severance pay offset retirement plan payout pension lump sum payout directly roll ira offset unemployment apply pension immediately monthly pension payment offset unemployment get severance pay weekly lump sum offset unemployment lump sum severance payment particularly tricky example pa lump sum convert equivalent week pay able unemployment week run andor weekly unemployment offset weekly severance state determine eligibility unemployment base pay past year usually split quarter quarter determine qualify unemployment apply unemployment soon late generally base year unemployment benefit pay start apply mention get severance retirement monie apply concurrently receive benefit wipe unemployment payment instead need wait severance go hopefully retirement payment correct number quarter past pay start unemployment wipe generally year collect ve earn unemployment apply application date key know sound confusing exactly fit state tell understand state rule apply unemployment apply retirement benefit collect retirement lump sum company pay severance schedule change determine item happen particularly apply unemployment example case employee lose unemployment benefit apply unemployment immediately know law receive unemployment benefit emplyee provide week pay week pay year work pay lump sum maybe get lump sum year pay person apply unemployment day lump sum pay severance wipe unemployment week weekly severance weekly unemployment benefit person look possible date state rule apply unemployment able wait apply month later apply month base year start lump sum severance cover week month unemployment month month starte draw bank unemployment week past employment long person severance lump sum equivalent week pay apply unemployment month later receive unemployment remain month severance offset start get unemployment week case happen pandemic layoff rampant job old professional employee difficult find generally require job equivalent job lay
56132,hello tax advisor recently move associate firm cpas tax director financial advisory wealth management firm write inquire interested move tax preparation new firm like continue advise prepare taxis good working relationship have engage retain prepare taxis year like continue work hesitate follow reason cpa firm able tap resource large tax focus firm team junior tax preparer provide assistance new firm give wealth management focus case indicate strike new role suspect tax preparation potentially significantly lucrative tax advisory service investment unlikely attention go forward soon later push manage finance annoying boglehead intention hire advisor fiduciary currently lean politely decline offer new firm thank,turbotax like factor see year people goof return decide long want return come client substantial portion population need taxis speak believe turbotax doityourself software primary cause trend few credentiale tax professional tax law complex local government decide expand tax base new taxis make bit hard year issue personal liability mistake irs fine certain situation diligence requirement thing earn income credit head household status bit intimidating potential fine involve fortunately irs tax agency light touch realize tax preparation industry help job people tax business face liability issue client government agency particularly irs people industry bad thing slap case deserve reality thing tax law know experience help work tax preparation chain year job get fun year client demand company want productivity software track want leave job deal client people look shoulder expect help answer phone service debit card product client get lot see client tax return expectation continue education bit year need learn complex return time lot accountability time pressure pay great work seasonal time job wonder worth trouble stress work tax preparation chain take time build clientele pay compare effort expend worth take year following people want come year year like thing life take perseverance lot new tax professional year covid add stress irs get back partial shut down difficult contact issue resolve year round work office long client ptin number return prepare think retail tax environment directly deal tax client people business want certain level work necessarily people want client tax work good work time recent year plan direction people willing hire find rewarding parttime job year skill come handy need work good thing complain point pitfall tax career thing get old certain thing wear emotionally physically want tackle retail tax environment fun enjoy meet client help solve problem willing certain thing anymore suspect
100835,physician thinking early retirement main reason early retirement,collective bargaining work people willing bargain problem physician afraid andor unwilling try year ago try bunch doc collectively sign letter admin wrong like change doc willing sign letter relatively easily fix minimal expense general consensus physician group want risk lose job period problem doc need big paycheck lifestyle tolerate lay willing month income put good fight want yes want money think small big issue choose list start complete transparency bill price matter insurance lack thereof patient opaqueness allow insurance hospital leader pharmaceutical industry flourish save ton money patient decrease stress practitioner remove patient satisfaction survey reimbursement patient medical knowledge judge quality require medical practitioner know quality service patient receive patient capability need doctor begin judge quality base practitioner personality practitioner order test prescribe med patient want border malpractice need stop immediately cut administrative cost turn decrease cost patient tort reform physician hospital sue outside egregious act turn allow efficient practice defensive medicine decrease documentation burden especially true pro bono medical care cut cost deliver healthcare therefor decrease cost patient board change reimbursement remove useless documentation requirement need cms level trickle insurance industry cut need documentation expert scribe minimize need bill expert cut cost patient regulate insurance industry ability deny evidence base treatment saving practitioner time money fight patient cut cost healthcare delivery remove demand electronic prescription force patient shop facility allow shop well price create prescription database pharmacy access patient choose med choose ship script overseas cut cost cut waste describe room stop cut reimbursement maybe increase allow efficient time actual raise way need start national level american medical association ama joke pocket cms insurance industry choice word list start real change need happen bring patient care practitioner hand bureaucrat hospital administrator significantly decrease cost patient need happen price control think public general agenda
77449,come interesting strategy minimize overall interest pay course mortgage obtain large personal line credit prior apply mortgage apparently order incredibly important period line credit establish prior apply mortgage initially think bad idea mortgage lender think individual unusually risky individual substantial credit available tell apply personal line credit mortgage total credit limit personal credit line meaningful ultimate goal technique personal line credit use money principal payment loan reason simple interest personal line credit charge allow individual come way ahead interest mortgage charge firstly want know statement true suspect especially personal line credit probably like know particular strategy utilize people especially high cost living area help bring cost overall mortgage reduce interest payment thought different make principal payment directly mortgage bypass line credit entirely tell math work fashion pay interest personal line credit especially large chunk cash leave payment monthly expense make sense large mortgage payment portion additional mortgage payment principal payment understand math calculation apparently accurate essentially reduce number year payment strategy thing worth pursue background information suspect mortgage probably downpayment range suspect base market condition,quick guidepost simplecompound interest arbitrage time simplecompound interest arbitrage relevant payment debt exceed interest get payment plan loan design pay loan year go meaningful difference simple compound interest period pay interest accumulate opportunity accumulate noncompounding interest simple easy generally mortgage payment cover interest weird teaser arm product negatively amortize payment cover interest suspect wall street securitization banker set note interest capitalize rate reset simple noncompounde interest opportunity find negatively amortize mortgage anymore situation simple interest accumulate compound fail payment fall arrear maybe assume penalty late fee reduce eliminate benefit intentionally go default smart open personal line credit understanding get kind attractive interest rate secure home heloc insurance policy ibloc go require interest payment capitalization trigger find personal line credit low interest rate payment require compound way interested loan household realistic chance play simplecompound arbitrage yes know student loan federal student loan balance sufficiently large typically figure qualifie incomebase repayment payment cover interest interest accumulate compound capitalization event wellknown rule avoid stay payment plan model year year period make minimum payment loan save rest create big bonus saving compound accumulate interest somebody think simplecompound difference talk think interest month year compound interest accumulate period payment example maybe loan accumulate interest year convert daily compound daily annual rate daily compound end difference loan nearly bps comparison point interest rate daily compounding actual annualize rate small difference waste time think kind arbitrage well investment time get mortgage quote bps mortgage relationship linear difference large high interest rate daily compound result annualize effect examplebut try play arbitrage borrowing interest rate high lose game big takeaway possible exception student loan separate discussion go find product last simplecompound arbitrage think find like teaser arm probably miss high interest rate charge probably kill opportunity capitalization event dollar amount low waste time
31422,own single male kid debt pay car like upkeep home meaning maintenance repair labor work come minimalist like small space clean organize experience flexibility time rent pay month go come ahead retire early rent way nw october time high come ahead liquid nw rent mother live get ssisnap benefit brother give mo brother b give mo mother give mo income year,termination cost depend landlord situation mind renter option move default lease maximum cost security deposit usually month rent landlord come remainder take work b limit small claim court usually go superior court cost money lawyer fee c responsibility mitigate damage try find new tenant sue time rental unoccupied find new tenant month sue month say default lease consider dishonest behavior party realize threat tend bring negotiation table surprised story tenant actually pay month lease rental move sure happen rare example life year ago sign lease expensive singlefamily rental write landlord check month rent security deposit month total week later move circumstance change town let landlord know right away suggest option option terminate lease negotiate fee walk away clean clear landlord relist property imagine fee month rent mean refund month option b try find replacement tenant terminate lease landlord want option b list rental website find show property bunch prospective tenant one forward landlord believe landlord look lot work stress week find tenant want week month rent plus landlord real estate agent want month rent fee sign new lease consider highway robbery sign document consider find tenant get refund check month point theoretically hook month rent credible scenario pay close practically speak month initial check able recover half get original post exactly ask respondent say renting well choice think rent perfectly fine think possibility find purchase like current rental andor cost money long run stay year look validation okay rent clearly get look let know edit miss question mom health typical breakeven time own vs renting year buy place big today live year good chance come ahead vs continue rent expire move assisted living facility sell place downsize b rentalinvestment property c roommate replace think unlikely live year choose option b c probably good rent
66817,search read thread taxation trust reading try vain find answer question apologize advance answer wife live retirement community recently listen presentation retirement planner talk advantage have revocable trust case main advantage avoidance decedent have probate presenter come home provide detail regard circumstance daughter current contingent beneficiary will include pay house liquidation personal belonging equal amount daughter ira fidelity designate have beneficiary daughter contingent beneficiary equal amount mention current separate will retirement planner honest come recommend work concert estate attorney get large proportion fee create appropriate trust planner state transfer asset trust save taxis try verify child old competent handle finance licenced cpa successful business appointment meet lawyer order create encompass revocable trust suggestion retirement planner change beneficiary ira pretax new trust concern high tax rate trust distribution ira account believe marginal tax rate annually trust speak daughter prior counsel cpa daughter determine good approach taxation regardless inherit live sc daughter live california structure trust daughter die portion reserve child hold trust certain age pourover include sweep leave add future life insurance beneficiary designate medical poa establish previously question include retirement account future trust taxation concern certain category trust designate distribution regular income trust income spend good portion saving delay ss file year age wife healthy slightly figure ira fix income exclude withdrawal thread assume need advice convert ira roth need advice avoid tax torpedo fix income rmds begin need advice ltc insurance purely advisability make new trust contingent beneficiary ira account affect taxis daughter,exactly think trust live california trust year sell house create trust mortgage virtually saving have give lot previous divorce official document pertain house require title trust sell house want place proceed fidelity account naively unaware property sell trust need asset transfer trust account title company california multiple fdic limit want place proceed bank create trust account fidelity place proceed account buy house sc wire transfer transaction title company issue check trust walk check nervously block fidelity office closing deposit trust account soon arrive sc buy house hire lawyer recommend will create think create different trust time later dust settle new house possession ira ask sc lawyer specific identification new house will flexibility sake address list couple year realize maintenance lake house relocate near daughter nicer appropriate home couple age pay cash new home sc tax exclusion available senior retirement income qualify immediately midsixtie second homestead exemption property tax lower assessment house lower property tax state tax exclusion title house second base title wait nearly year depend month move residence qualify finally homestead exemption tax year sell house sc able transfer exemption new house sc title name joint owner ask county house trust tell transfer trust reapply exemption new title state inform title house change exist exemption revoke reapprove reason put decision include house new trust property taxis announce october unlike california pay property taxis installment january year reason delay research ramification change contingent beneficiary ira new trust glad unaware ridiculously high trust tax bracket read bh incidentally nonresidence homeowner home business carry bulk property tax burden sc time residence tax low rate low nation ss subject state tax sc unlike california buyer seller interact title company sc real estate transaction require lawyer pay buyer seller make justification pay real estate agent murky lawyer handle
82168,hello daughter house market receive offer buyer appraisal come lot consternation low appraisal especially current market apparently comp mortgage company extra detach garage fence yard daughter house agent sure comp neighborhood additional feature house consider reliste property option situation thank good regard mike,adjustment extra detach garage fence fence adjust dispute appraisal state new build acre land shop square foot living space bathroom shop dispute appraisal twice factual error appraisal come exactly cost build estimate square foot semi rural ga bad price build certainly elevate example time appraiser transpose square footage house say square foot square foot addition large house square foot finish basement accord tax record easy find mls listing appraiser account act like square foot level square footage adjust appraisal frustrating get siding house wrong vinyl cedar addition give difference feature appal argue factual think comp difference square footage comp mile house despite mile neighborhood similar level house build nice well find market comp year old price adjustment age sense give house year old year old house give credit buildout shop include price quote builder credit square foot cover porch cypress wood ceiling outdoor fireplaceno house compe pationo price adjustment give upgrade vinyl brick appraisal magically change anyways appraisal fix comp rise significantly increase value despite average comp method go know average show crap increase cost value approach method use especially new build unique property go second appraisal give difference value shop compare home basic shop pool property near final value cost value approach time right bank resubmit factual error ask mean subtract cost value approach appraisal randomly adjust value size difference property exterior difference house favor addition fix shop add value typo comp house original appraisal subtract cost value approach reduce square foot build idea give final appraisal exactly cost value approachwhich comp value give overall increase original appraisal satisfactory low ill build land shop house overall tldr comb appraisal resubmit evaluation factual error especially price adjustment comp have extra detach garage disbelief bad appraisal error price adjustment give certain thing sense whatsoever
58017,"receive pension check retirement website say calculate business day file say suppose business day actually file business day ago different story application "" calculate "" early june far understand health dental expire point retirment site say cobra way contact jankey website reply cryptic copypasta day "" calculate "" suppose "" retro "" pay "" calculate "" sept will october check long wait try escalate escalate exemployer statewide high education enterpriseland granthealth system incorporate state constitution email governor system president regent old director old supervisor hr vice president director retirment service center hire lawyer write stern letter wait",retirement center different central unit campusdepartmentunit hr large civilian employer state probably hr department retirement center spend hour hold get agent phone eventually answer dms website email parse answer local hr monkey circus advise retirement main hr contact retire right retirement center call agent talk confused sense send week long wild goose chase ask peoplesoft group literally impossible ucrs get phone center stuff online say use website answer cryptically main concern sure health insurance right cobra preliminary calculation say year health cola suggest check direct report reach meet mention issue stress happen know committee work ask committee work contact inquire retirement center feel like retirement center crazy gaslighte machine lie say try think reframe benefit doubt telephone game version get tell ex direct report match experience feel like hear dms website wednesday hire lawyer write letter ask preservation order regrade document correspondence relate calculation pension day calculate pension information pensioner hang hear mandatory day wait period calculation letter miss pension check health insurance know repeat paperwork business day business day date count work permit work offensive term remove moderator oldcomputerguy feel like offensive term remove moderator oldcomputerguy dedicate life sure find lawyer like worth spend money get point miss month check guess try call number center gym tomorrow time try try return miss call come lunch maybe morning well luck sure end frustrate suggest send dms website instead edit okay think figure retirement center lie hr say tell day rule dm tell day rule day rule day retirement date mean hear answer lie tell red herring day rule file day rule retirement date dominate lie hr tell day rule tell wrong rule guess day rule tell wait till maybe make lot assumption like parsimonious fake news folk probably actually try lie feel lie
26300,"find answer question surprise turn group wealth information background spouse retired calper employee receive pension purchase anthem blue cross ppo health insurance calper insurance subsidize calper good option system large calper ’ ability negotiate rate term company behalf member turn switch medicare wife switch read medicare read calper understand big thing mention calper literature speak calper understand problem understand learn medicare reason certainly prefer choose original medicare likely medigap plan medicare advantage need rehash flesh post irreversible decision deny original medicare exist condition time original enrollment deny subsequently make initial selection particularly important problem find way determine calper medicare plan offer actually original medicare medicare advantage plan label way manual online calper staff phone question idea talk ask kick "" senior "" staff people "" ask long work "" calper understand likely federal medicare office know calper policy answer question pose question local medicare advice nonprofit party consultant help people navigate medicare answer calper big represent people – feel like important decision hopeful boglehead help navigate thank","op want read calper ’ health benefit summary booklet find httpswwwcalperscagovdocsformsp ummarypdf booklet describe plan available good knowledge condition coverage live determine zip code qualify additionally plan offer public safety officer page booklet find hmo medicare plan one blue find medicare supplement plan gray supplemental plan per platinum expensive offer coverage group supplemental plan cover thing supplement offer thing coinsurance alarm aware cost apply benefit medicare example offer day skilled nursing care day cover medicare plan cover plan cost subscriber long facility medicare network blue cross network want medicare decide cover manage care want per platinum per gold remain plan manage care company involve kaiser anthem decide cover cover copayment interested plan find evidence coverage eoc booklet booklet plan available httpswwwcalperscagovpageformspublicationsd plan will find medicare d plan work calper plan find httpswwwoptumrxcomoecalperslande medicare d plan offer calper extensive formulary work large group optum rx request formulary book plan select separate eoc find interesting look specific medication online webpage important note version plan read coverage gap deductible kaiser prescription plan find calper allow member change plan year open enrollment manage care supplement plan underwrite benefit single rate regardless age search find agebase pricing standalone policy california share worry happen coverage available calper decline believe cover calper opt plan california birthday rule calper stop offer insurance affect day apply supplementmedigap plan b c d f g k l sell state insurance company star denote certain condition mainly age able enroll plansunder medicare call "" guarantee issue right "" undergo underwriting star apply person health state agency use calper insurance stop offer health insurance retiree believe day period apply verify information find read booklet choose medigap policy guide health insurance people medicare available httpswwwncdoigovmediaopen believe survive spouse lose coverage death retiree spouse eligible day special period"
